include,part,function_name,order,required,argument,argument_list,default,ui,choices,range,validation,validation_args,transformation,transformation_args,design_changes,description,note
FALSE,ui,menuItem,9,,expandedName,,,textInput,,,,,.to_string,,,A unique name given to each menuItem that serves to indicate which one (if any) is currently expanded. (This is only applicable to menuItems that have children and it is mostly only useful for bookmarking state.),
TRUE,ui,menuItem,10,,startExpanded,,FALSE,checkboxInput,,,,,,,,"Should this menuItem be expanded on app startup? (This is only applicable to menuItems that have children, and only one of these can be expanded at any given time).",
FALSE,ui,menuItem,11,,,,,,,,,,,,,,
TRUE,ui,menuSubItem,1,,tabName,,NULL,textInput,,,,,.to_string,,,The name of a tab that this menu item will activate. Not compatible with href.,
TRUE,ui,menuSubItem,2,TRUE,text,,text,textInput,,,,,.to_string,,,Text to show for the menu item.,
FALSE,ui,menuSubItem,3,,href,,NULL,textInput,,,,,.to_string,,,An link address. Not compatible with tabName.,
FALSE,ui,menuSubItem,4,,newtab,,TRUE,checkboxInput,,,,,,,,"If href is supplied, should the link open in a new browser tab?",
TRUE,ui,menuSubItem,5,,icon,,angle-double-right,pickerInput,icons,,,,.to_icon,,,"An icon tag, created by icon. If NULL, dont display an icon.",
FALSE,ui,menuSubItem,6,,selected,,FALSE,checkboxInput,,,,,,,,"If TRUE, this menuItem or menuSubItem will start selected. If no item have selected=TRUE, then the first menuItem will start selected.",
TRUE,ui,messageItem,1,TRUE,from,,from,textInput,,,,,.to_string,,,Who the message is from.,
TRUE,ui,messageItem,2,TRUE,message,,message,textInput,,,,,.to_string,,,Text of the message.,
TRUE,ui,messageItem,3,,icon,,user,pickerInput,icons,,,,.to_icon,,,"An icon tag, created by icon.",
FALSE,ui,messageItem,4,,time,,NULL,textInput,,,,,.to_string,,,"String representing the time the message was sent. Any string may be used. For example, it could be a relative date/time like 5 minutes, today, or 12:30pm yesterday, or an absolute time, like 2014-12-01 13:45. If NULL, no time will be displayed.",
FALSE,ui,messageItem,5,,href,,NULL,textInput,,,,,.to_string,,,An optional URL to link to.,
TRUE,ui,modalButton,1,TRUE,label,,label,textInput,,,,,.to_string,,,"The contents of the button or link--usually a text label, but you could also use any other HTML, like an image.",
TRUE,ui,modalButton,2,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,An optional icon() to appear on the button.,
TRUE,ui,multiInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,multiInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,multiInput,3,,choices,,a,selectizeInput,,,,,.to_string_vector,,,List of values to select from.,
TRUE,ui,multiInput,4,,selected,,NULL,selectizeInput,sqs_option_ui_choices,,,,.to_string,,,The initially selected value.,
FALSE,ui,multiInput,5,,options,,NULL,,,,,,,,,List of options passed to multi (enable_search = FALSE for disabling the search bar for example).,
TRUE,ui,multiInput,6,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%.",
FALSE,ui,multiInput,7,,choiceNames,,NULL,,,,,,,,,List of names to display to the user.,
FALSE,ui,multiInput,8,,choiceValues,,NULL,,,,,,,,,List of values corresponding to choiceNames.,
TRUE,ui,navbarMenu,1,TRUE,title,,title,textInput,,,,,.to_string,,,The title to display in the navbar,
FALSE,ui,navbarMenu,2,,menuName,,,,,,,,,,,A name that identifies this navbarMenu. This is needed if you want to insert/remove or show/hide an entire navbarMenu.,
TRUE,ui,navbarMenu,3,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,Optional icon to appear on a navbarMenu tab.,
FALSE,ui,navbarMenu,4,,,,,,,,,,,,,"tabPanel() elements to include in the page. The navbarMenu function also accepts strings, which will be used as menu section headers. If the string is a set of dashes like ---- a horizontal separator will be displayed in the menu.",
TRUE,ui,navbarPage,1,TRUE,title,,title,textInput,,,,,.to_string,,,The title to display in the navbar,
FALSE,ui,navbarPage,2,,id,,NULL,,,,,,,,,"If provided, you can use input$id in your server logic to determine which of the current tabs is active. The value will correspond to the value argument that is passed to tabPanel().",
FALSE,ui,navbarPage,3,,selected,,NULL,,,,,,,,,"The value (or, if none was supplied, the title) of the tab that should be selected by default. If NULL, the first tab will be selected.",
FALSE,ui,navbarPage,4,,position,,static-top,selectInput,navbarPage_position,,,,.to_string,,,"Determines whether the navbar should be displayed at the top of the page with normal scrolling behavior (static-top), pinned at the top (fixed-top), or pinned at the bottom (fixed-bottom). Note that using fixed-top or fixed-bottom will cause the navbar to overlay your body content, unless you add padding, e.g.: tags$style(type=text/css, body {padding-top: 70px;})",
FALSE,ui,navbarPage,5,,header,,NULL,,,,,,,,,Tag or list of tags to display as a common header above all tabPanels.,
FALSE,ui,navbarPage,6,,footer,,NULL,,,,,,,,,Tag or list of tags to display as a common footer below all tabPanels,
TRUE,ui,navbarPage,7,,inverse,,FALSE,checkboxInput,,,,,,,,TRUE to use a dark background and light text for the navigation bar,
TRUE,ui,navbarPage,8,,collapsible,,FALSE,checkboxInput,,,,,,,,TRUE to automatically collapse the navigation elements into a menu when the width of the browser is less than 940 pixels (useful for viewing on smaller touchscreen device),
FALSE,ui,navbarPage,9,,collapsable,,,,,,,,,,,Deprecated; use collapsible instead.,
TRUE,ui,navbarPage,10,,fluid,,TRUE,checkboxInput,,,,,,,,TRUE to use a fluid layout. FALSE to use a fixed layout.,
FALSE,ui,navbarPage,11,,responsive,,NULL,,,,,,,,,This option is deprecated; it is no longer optional with Bootstrap 3.,
FALSE,ui,navbarPage,12,,theme,,NULL,,,,,,,,,"Alternative Bootstrap stylesheet (normally a css file within the www directory). For example, to use the theme located at www/bootstrap.css you would use theme = bootstrap.css.",
FALSE,ui,navbarPage,13,,windowTitle,,title,,,,,,,,,The title that should be displayed by the browser window. Useful if title is not a string.,
FALSE,ui,navbarPage,14,,,,,,,,,,,,,"tabPanel() elements to include in the page. The navbarMenu function also accepts strings, which will be used as menu section headers. If the string is a set of dashes like ---- a horizontal separator will be displayed in the menu.",
,ui,navlistPanel,1,,id,,NULL,,,,,,,,,"If provided, you can use input$id in your server logic to determine which of the current navlist items is active. The value will correspond to the value argument that is passed to tabPanel().",
,ui,navlistPanel,2,,selected,,NULL,,,,,,,,,"The value (or, if none was supplied, the title) of the navigation item that should be selected by default. If NULL, the first navigation will be selected.",
,ui,navlistPanel,3,,well,,TRUE,,,,,,,,,TRUE to place a well (gray rounded rectangle) around the navigation list.,
,ui,navlistPanel,4,,fluid,,TRUE,,,,,,,,,TRUE to use fluid layout; FALSE to use fixed layout.,
,ui,navlistPanel,5,,width,,"c(4,8)",,,,,,,,,Column withs of the navigation list and tabset content areas respectively.,
,ui,navlistPanel,6,,,,,,,,,,,,,tabPanel() elements to include in the navlist,
TRUE,ui,notificationItem,1,TRUE,text,,text,textInput,,,,,.to_string,,,The notification text.,
TRUE,ui,notificationItem,2,,icon,,warning,pickerInput,icons,,,,.to_icon,,,"An icon tag, created by icon.",
TRUE,ui,notificationItem,3,,status,,success,selectInput,validStatuses,,,,.to_string,,,The status of the item This determines the items background color. Valid statuses are listed in validStatuses.,
FALSE,ui,notificationItem,4,,href,,NULL,textInput,,,,,.to_string,,,An optional URL to link to.,
TRUE,ui,numericInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,numericInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,numericInput,3,TRUE,value,,0,numericInput,,,,,.to_numeric,,,Initial value.,
TRUE,ui,numericInput,4,,min,,,numericInput,,,,,.to_numeric,,,Minimum allowed value,
TRUE,ui,numericInput,5,,max,,,numericInput,,,,,.to_numeric,,,Maximum allowed value,
TRUE,ui,numericInput,6,,step,,,numericInput,,,,,.to_numeric,,,Interval to use when stepping between min and max,
TRUE,ui,numericInput,7,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,numericRangeInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,numericRangeInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,numericRangeInput,3,TRUE,value,,0,numericInput,,,,,.to_numeric,,,The initial value(s) for the range. A numeric vector of length one will be duplicated to represent the minimum and maximum of the range; a numeric vector of two or more will have its minimum and maximum set the minimum and maximum of the range.,In this Addin you can not set the minimum and maximum value.
TRUE,ui,numericRangeInput,4,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,numericRangeInput,5,,separator,, to ,textInput,,,,,.to_string,,,String to display between the start and end input boxes.,
TRUE,ui,passwordInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,passwordInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,passwordInput,3,,value,,NULL,textInput,,,,,.to_string,,,Initial value.,
TRUE,ui,passwordInput,4,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,passwordInput,5,,placeholder,,NULL,textInput,,,,,.to_string,,,A character string giving the user a hint as to what can be entered into the control. Internet Explorer 8 and 9 do not support this option.,
TRUE,ui,pickerInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,pickerInput,2,,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,pickerInput,3,TRUE,choices,,"c('a', 'b', 'c')",selectizeInput,,,,,.to_string_vector,,,List of values to select from. If elements of the list are named then that name rather than the value is displayed to the user.,
TRUE,ui,pickerInput,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string_vector,,,The initially selected value (or multiple values if multiple = TRUE). If not specified then defaults to the first value for single-select lists and no values for multiple select lists.,
TRUE,ui,pickerInput,5,,multiple,,FALSE,checkboxInput,,,,,,,,Is selection of multiple items allowed?,
FALSE,ui,pickerInput,6,,options,,list(),,,,,,,,,"List of options, see pickerOptions for all available options. To limit the number of selection possible, see example below.",
FALSE,ui,pickerInput,7,,choicesOpt,,NULL,,,,,,,,,Options for choices in the dropdown menu.,
TRUE,ui,pickerInput,8,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input : auto, fit, 100px, 75%.",
TRUE,ui,pickerInput,9,,inline,,FALSE,checkboxInput,,,,,,,,Put the label and the picker on the same line.,
,ui,pickerOptions,1,,actionsBox,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,2,,container,,NULL,,,,,,,,,,
,ui,pickerOptions,3,,countSelectedText,,NULL,,,,,,,,,,
,ui,pickerOptions,4,,deselectAllText,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,5,,dropdownAlignRight,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,6,,dropupAuto,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,7,,header,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,8,,hideDisabled,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,9,,iconBase,,NULL,,,,,,,,,,
,ui,pickerOptions,10,,liveSearch,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,11,,liveSearchNormalize,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,12,,liveSearchPlaceholder,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,13,,liveSearchStyle,,NULL,,,,,,,,,,
,ui,pickerOptions,14,,maxOptions,,NULL,,,,,,,,,,
,ui,pickerOptions,15,,maxOptionsText,,NULL,,,,,,,,,,
,ui,pickerOptions,16,,mobile,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,17,,multipleSeparator,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,18,,noneSelectedText,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,19,,noneResultsText,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,20,,selectAllText,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,21,,selectedTextFormat,,NULL,,,,,,,,,,
,ui,pickerOptions,22,,selectOnTab,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,23,,showContent,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,24,,showIcon,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,25,,showSubtext,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,26,,showTick,,NULL,checkboxInput,,,,,,,,,
,ui,pickerOptions,27,,size,,NULL,,,,,,,,,,
,ui,pickerOptions,28,,style,,NULL,,,,,,,,,,
,ui,pickerOptions,29,,tickIcon,,NULL,pickerInput,,,,,,,,,
,ui,pickerOptions,30,,title,,NULL,textInput,,,,,,,,,
,ui,pickerOptions,31,,virtualScroll,,NULL,,,,,,,,,,
,ui,pickerOptions,32,,width,,NULL,,,,,,,,,,
,ui,pickerOptions,33,,windowPadding,,NULL,,,,,,,,,,
TRUE,ui,plotlyOutput,1,TRUE,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read from,
TRUE,ui,plotlyOutput,2,,width,,100%,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"Must be a valid CSS unit (like 100%, 400px, auto) or a number, which will be coerced to a string and have px appended. Note that, for height, using auto or 100% generally will not work as expected, because of how height is computed with HTML/CSS.",
TRUE,ui,plotlyOutput,3,,height,,400px,textInput,,,.validate_css_unit,,.to_css_unit,,,"Must be a valid CSS unit (like 100%, 400px, auto) or a number, which will be coerced to a string and have px appended. Note that, for height, using auto or 100% generally will not work as expected, because of how height is computed with HTML/CSS.",
TRUE,ui,plotlyOutput,4,,inline,,FALSE,checkboxInput,,,,,,,,use an inline (span()) or block container (div()) for the output,
FALSE,ui,plotlyOutput,5,,reportTheme,,TRUE,checkboxInput,,,,,,,,whether or not to report CSS styles (if a sufficient version of shiny and htmlwidgets is available).,
TRUE,ui,plotOutput,1,TRUE,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read the plot/image from.,
TRUE,ui,plotOutput,2,,width,,100%,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"Image width/height. Must be a valid CSS unit (like 100%, 400px, auto) or a number, which will be coerced to a string and have px appended. These two arguments are ignored when inline = TRUE, in which case the width/height of a plot must be specified in renderPlot(). Note that, for height, using auto or 100% generally will not work as expected, because of how height is computed with HTML/CSS.",
TRUE,ui,plotOutput,3,,height,,400px,textInput,,,.validate_css_unit,,.to_css_unit,,,"Image width/height. Must be a valid CSS unit (like 100%, 400px, auto) or a number, which will be coerced to a string and have px appended. These two arguments are ignored when inline = TRUE, in which case the width/height of a plot must be specified in renderPlot(). Note that, for height, using auto or 100% generally will not work as expected, because of how height is computed with HTML/CSS.",
TRUE,ui,plotOutput,4,,click,,NULL,textInput,,,,,.to_string,,,"This can be NULL (the default), a string, or an object created by the clickOpts() function. If you use a value like plot_click (or equivalently, clickOpts(id=plot_click)), the plot will send coordinates to the server whenever it is clicked, and the value will be accessible via input$plot_click. The value will be a named list with x and y elements indicating the mouse position.",
TRUE,ui,plotOutput,5,,dblclick,,NULL,textInput,,,,,.to_string,,,"This is just like the click argument, but for double-click events.",
TRUE,ui,plotOutput,6,,hover,,NULL,textInput,,,,,.to_string,,,"Similar to the click argument, this can be NULL (the default), a string, or an object created by the hoverOpts() function. If you use a value like plot_hover (or equivalently, hoverOpts(id=plot_hover)), the plot will send coordinates to the server pauses on the plot, and the value will be accessible via input$plot_hover. The value will be a named list with x and y elements indicating the mouse position. To control the hover time or hover delay type, you must use hoverOpts().",
TRUE,ui,plotOutput,7,,brush,,NULL,textInput,,,,,.to_string,,,"Similar to the click argument, this can be NULL (the default), a string, or an object created by the brushOpts() function. If you use a value like plot_brush (or equivalently, brushOpts(id=plot_brush)), the plot will allow the user to brush in the plotting area, and will send information about the brushed area to the server, and the value will be accessible via input$plot_brush. Brushing means that the user will be able to draw a rectangle in the plotting area and drag it around. The value will be a named list with xmin, xmax, ymin, and ymax elements indicating the brush area. To control the brush behavior, use brushOpts(). Multiple imageOutput/plotOutput calls may share the same id value; brushing one image or plot will cause any other brushes with the same id to disappear.",
TRUE,ui,plotOutput,8,,inline,,FALSE,checkboxInput,,,,,,,,use an inline (span()) or block container (div()) for the output,
TRUE,ui,prettyCheckbox,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,prettyCheckbox,2,TRUE,label,,label,textInput,,,,,.to_string,,,Display label for the control.,
TRUE,ui,prettyCheckbox,3,,value,,FALSE,checkboxInput,,,,,,,,Initial value (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,4,,status,,default,selectInput,validStatuses,,,,.to_string,,,"Add a class to the checkbox, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettyCheckbox,5,,shape,,square,selectInput,shapes,,,,.to_string,,,"Shape of the checkbox between square, curve and round.",
TRUE,ui,prettyCheckbox,6,,outline,,FALSE,checkboxInput,,,,,,,,Color also the border of the checkbox (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,7,,fill,,FALSE,checkboxInput,,,,,,,,Fill the checkbox with color (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,8,,thick,,FALSE,checkboxInput,,,,,,,,Make the content inside checkbox smaller (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,9,,animation,,NULL,selectInput,animations,,,,.to_string,,,"Add an animation when checkbox is checked, a value between smooth, jelly, tada, rotate, pulse.",
TRUE,ui,prettyCheckbox,10,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,"Optional, display an icon on the checkbox, must be an icon created with icon.",
TRUE,ui,prettyCheckbox,11,,plain,,FALSE,checkboxInput,,,,,,,,Remove the border when checkbox is checked (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,12,,bigger,,FALSE,checkboxInput,,,,,,,,Scale the checkboxes a bit bigger (TRUE or FALSE).,
TRUE,ui,prettyCheckbox,13,,inline,,FALSE,checkboxInput,,,,,,,,"Display the input inline, if you want to place checkboxes next to each other.",
TRUE,ui,prettyCheckbox,14,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
TRUE,ui,prettyCheckboxGroup,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,prettyCheckboxGroup,2,TRUE,label,,label,textInput,,,,,.to_string,,,Display label for the control.,
TRUE,ui,prettyCheckboxGroup,3,,choices,,NULL,selectizeInput,,,,,.to_string_vector,,,"List of values to show checkboxes for. If elements of the list are named then that name rather than the value is displayed to the user. If this argument is provided, then choiceNames and choiceValues must not be provided, and vice-versa. The values should be strings; other types (such as logicals and numbers) will be coerced to strings.",
TRUE,ui,prettyCheckboxGroup,4,,selected,,NULL,selectizeInput,sqs_option_ui_choices,,,,.to_string_vector,,,"The values that should be initially selected, if any.",
TRUE,ui,prettyCheckboxGroup,5,,status,,default,selectInput,validStatuses,,,,.to_string,,,"Add a class to the checkbox, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettyCheckboxGroup,6,,shape,,square,selectInput,shapes,,,,.to_string,,,"Shape of the checkbox between square, curve and round.",
TRUE,ui,prettyCheckboxGroup,7,,outline,,FALSE,checkboxInput,,,,,,,,Color also the border of the checkbox (TRUE or FALSE).,
TRUE,ui,prettyCheckboxGroup,8,,fill,,FALSE,checkboxInput,,,,,,,,Fill the checkbox with color (TRUE or FALSE).,
TRUE,ui,prettyCheckboxGroup,9,,thick,,FALSE,checkboxInput,,,,,,,,Make the content inside checkbox smaller (TRUE or FALSE).,
TRUE,ui,prettyCheckboxGroup,10,,animation,,NULL,selectInput,animations,,,,.to_string,,,"Add an animation when checkbox is checked, a value between smooth, jelly, tada, rotate, pulse.",
TRUE,ui,prettyCheckboxGroup,11,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,"Optional, display an icon on the checkbox, must be an icon created with icon.",
TRUE,ui,prettyCheckboxGroup,12,,plain,,FALSE,checkboxInput,,,,,,,,Remove the border when checkbox is checked (TRUE or FALSE).,
TRUE,ui,prettyCheckboxGroup,13,,bigger,,FALSE,checkboxInput,,,,,,,,Scale the checkboxes a bit bigger (TRUE or FALSE).,
TRUE,ui,prettyCheckboxGroup,14,,inline,,FALSE,checkboxInput,,,,,,,,"If TRUE, render the choices inline (i.e. horizontally).",
TRUE,ui,prettyCheckboxGroup,15,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
FALSE,ui,prettyCheckboxGroup,16,,choiceNames,,NULL,,,,,,,,,List of names to display to the user.,
FALSE,ui,prettyCheckboxGroup,17,,choiceValues,,NULL,,,,,,,,,List of values corresponding to choiceNames,
TRUE,ui,prettyRadioButtons,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,prettyRadioButtons,2,TRUE,label,,label,textInput,,,,,.to_string,,,Display label for the control.,
TRUE,ui,prettyRadioButtons,3,,choices,,NULL,selectizeInput,,,,,.to_string_vector,,,"List of values to show radio buttons for. If elements of the list are named then that name rather than the value is displayed to the user. If this argument is provided, then choiceNames and choiceValues must not be provided, and vice-versa. The values should be strings; other types (such as logicals and numbers) will be coerced to strings.",
TRUE,ui,prettyRadioButtons,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,"The values that should be initially selected, (if not specified then defaults to the first value).",
TRUE,ui,prettyRadioButtons,5,,status,,primary,selectInput,validStatuses,,,,.to_string,,,"Add a class to the radio, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettyRadioButtons,6,,shape,,round,selectInput,shapes,,,,.to_string,,,"Shape of the radio between square, curve and round.",
TRUE,ui,prettyRadioButtons,7,,outline,,FALSE,checkboxInput,,,,,,,,Color also the border of the radio (TRUE or FALSE).,
TRUE,ui,prettyRadioButtons,8,,fill,,FALSE,checkboxInput,,,,,,,,Fill the radio with color (TRUE or FALSE).,
TRUE,ui,prettyRadioButtons,9,,thick,,FALSE,checkboxInput,,,,,,,,Make the content inside radio smaller (TRUE or FALSE).,
TRUE,ui,prettyRadioButtons,10,,animation,,NULL,selectInput,animations,,,,.to_string,,,"Add an animation when radio is checked, a value between smooth, jelly, tada, rotate, pulse.",
TRUE,ui,prettyRadioButtons,11,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,"Optional, display an icon on the radio, must be an icon created with icon.",
TRUE,ui,prettyRadioButtons,12,,plain,,FALSE,checkboxInput,,,,,,,,Remove the border when radio is checked (TRUE or FALSE).,
TRUE,ui,prettyRadioButtons,13,,bigger,,FALSE,checkboxInput,,,,,,,,Scale the radio a bit bigger (TRUE or FALSE).,
TRUE,ui,prettyRadioButtons,14,,inline,,FALSE,checkboxInput,,,,,,,,"If TRUE, render the choices inline (i.e. horizontally).",
TRUE,ui,prettyRadioButtons,15,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
FALSE,ui,prettyRadioButtons,16,,choiceNames,,NULL,,,,,,,,,List of names to display to the user.,
FALSE,ui,prettyRadioButtons,17,,choiceValues,,NULL,,,,,,,,,List of values corresponding to choiceNames,
TRUE,ui,prettySwitch,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,prettySwitch,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,prettySwitch,3,,value,,FALSE,checkboxInput,,,,,,,,Initial value (TRUE or FALSE).,
TRUE,ui,prettySwitch,4,,status,,default,selectInput,validStatuses,,,,.to_string,,,"Add a class to the switch, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettySwitch,5,,slim,,FALSE,checkboxInput,,,,,,,,"Change the style of the switch (TRUE or FALSE), see examples.",
TRUE,ui,prettySwitch,6,,fill,,FALSE,checkboxInput,,,,,,,,"Change the style of the switch (TRUE or FALSE), see examples.",
TRUE,ui,prettySwitch,7,,bigger,,FALSE,checkboxInput,,,,,,,,Scale the switch a bit bigger (TRUE or FALSE).,
TRUE,ui,prettySwitch,8,,inline,,FALSE,checkboxInput,,,,,,,,"Display the input inline, if you want to place switch next to each other.",
TRUE,ui,prettySwitch,9,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
TRUE,ui,prettyToggle,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,prettyToggle,2,TRUE,label_on,,ON,textInput,,,,,.to_string,,,Display label for the control when value is TRUE.,
TRUE,ui,prettyToggle,3,TRUE,label_off,,OFF,textInput,,,,,.to_string,,,Display label for the control when value is FALSE,
TRUE,ui,prettyToggle,4,,icon_on,,NULL,pickerInput,icons,,,,.to_icon,,,"Optional, display an icon on the checkbox when value is TRUE, must be an icon created with icon.",
TRUE,ui,prettyToggle,5,,icon_off,,NULL,pickerInput,icons,,,,.to_icon,,,"Optional, display an icon on the checkbox when value is FALSE, must be an icon created with icon.",
TRUE,ui,prettyToggle,6,,value,,FALSE,checkboxInput,,,,,,,,Initial value (TRUE or FALSE).,
TRUE,ui,prettyToggle,7,,status_on,,success,selectInput,validStatuses,,,,.to_string,,,"Add a class to the checkbox when value is TRUE, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettyToggle,8,,status_off,,danger,selectInput,validStatuses,,,,.to_string,,,"Add a class to the checkbox when value is FALSE, you can use Bootstrap status like info, primary, danger, warning or success.",
TRUE,ui,prettyToggle,9,,shape,,square,selectInput,shapes,,,,.to_string,,,"Shape of the checkbox between square, curve and round.",
TRUE,ui,prettyToggle,10,,outline,,FALSE,checkboxInput,,,,,,,,Color also the border of the checkbox (TRUE or FALSE).,
TRUE,ui,prettyToggle,11,,fill,,FALSE,checkboxInput,,,,,,,,Fill the checkbox with color (TRUE or FALSE).,
TRUE,ui,prettyToggle,12,,thick,,FALSE,checkboxInput,,,,,,,,Make the content inside checkbox smaller (TRUE or FALSE).,
TRUE,ui,prettyToggle,13,,plain,,FALSE,checkboxInput,,,,,,,,Remove the border when checkbox is checked (TRUE or FALSE).,
TRUE,ui,prettyToggle,14,,bigger,,FALSE,checkboxInput,,,,,,,,Scale the checkboxes a bit bigger (TRUE or FALSE).,
TRUE,ui,prettyToggle,15,,animation,,NULL,selectInput,animations,,,,.to_string,,,"Add an animation when checkbox is checked, a value between smooth, jelly, tada, rotate, pulse.",
TRUE,ui,prettyToggle,16,,inline,,FALSE,checkboxInput,,,,,,,,"Display the input inline, if you want to place checkboxes next to each other.",
TRUE,ui,prettyToggle,17,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
